Tree	R-F	R-F_toYuleAvg	R-F_toUnifAvg
816	0.0000	0.0000	0.0000
817	0.0000	0.0000	0.0000
818	1.0000	1.4184	1.4514
819	1.0000	1.4184	1.4514
820	0.0000	0.0000	0.0000
821	1.0000	1.4184	1.4514
822	0.0000	0.0000	0.0000
823	0.0000	0.0000	0.0000
824	1.0000	1.4184	1.4514
825	1.0000	1.4184	1.4514
826	0.0000	0.0000	0.0000
827	1.0000	1.4184	1.4514
828	1.0000	1.4184	1.4514
829	0.0000	0.0000	0.0000
830	0.0000	0.0000	0.0000
831	1.0000	1.4184	1.4514
832	0.0000	0.0000	0.0000
833	0.0000	0.0000	0.0000
834	0.0000	0.0000	0.0000
835	0.0000	0.0000	0.0000
836	1.0000	1.4184	1.4514
837	0.0000	0.0000	0.0000
838	1.0000	1.4184	1.4514
839	1.0000	1.4184	1.4514
840	1.0000	1.4184	1.4514
841	0.0000	0.0000	0.0000
842	1.0000	1.4184	1.4514
843	0.0000	0.0000	0.0000
844	1.0000	1.4184	1.4514
845	0.0000	0.0000	0.0000
846	1.0000	1.4184	1.4514
847	1.0000	1.4184	1.4514
848	0.0000	0.0000	0.0000
849	1.0000	1.4184	1.4514
850	1.0000	1.4184	1.4514
851	1.0000	1.4184	1.4514
852	1.0000	1.4184	1.4514
853	0.0000	0.0000	0.0000
854	1.0000	1.4184	1.4514
855	1.0000	1.4184	1.4514
856	0.0000	0.0000	0.0000
857	0.0000	0.0000	0.0000
858	1.0000	1.4184	1.4514
859	1.0000	1.4184	1.4514
860	1.0000	1.4184	1.4514
861	0.0000	0.0000	0.0000
862	1.0000	1.4184	1.4514
863	0.0000	0.0000	0.0000
864	1.0000	1.4184	1.4514
865	0.0000	0.0000	0.0000
866	1.0000	1.4184	1.4514
867	1.0000	1.4184	1.4514
868	1.0000	1.4184	1.4514
869	1.0000	1.4184	1.4514
870	1.0000	1.4184	1.4514
871	1.0000	1.4184	1.4514
872	0.0000	0.0000	0.0000
873	0.0000	0.0000	0.0000
874	1.0000	1.4184	1.4514
875	1.0000	1.4184	1.4514
876	1.0000	1.4184	1.4514
877	1.0000	1.4184	1.4514
878	1.0000	1.4184	1.4514
879	1.0000	1.4184	1.4514
880	1.0000	1.4184	1.4514
881	1.0000	1.4184	1.4514
882	0.0000	0.0000	0.0000
883	1.0000	1.4184	1.4514
884	0.0000	0.0000	0.0000
885	0.0000	0.0000	0.0000
886	1.0000	1.4184	1.4514
887	1.0000	1.4184	1.4514
888	0.0000	0.0000	0.0000
889	1.0000	1.4184	1.4514
890	0.0000	0.0000	0.0000
891	1.0000	1.4184	1.4514
892	1.0000	1.4184	1.4514
893	0.0000	0.0000	0.0000
894	0.0000	0.0000	0.0000
895	0.0000	0.0000	0.0000
896	0.0000	0.0000	0.0000
897	1.0000	1.4184	1.4514
898	1.0000	1.4184	1.4514
899	0.0000	0.0000	0.0000
900	1.0000	1.4184	1.4514
901	0.0000	0.0000	0.0000
902	1.0000	1.4184	1.4514
903	1.0000	1.4184	1.4514
904	1.0000	1.4184	1.4514
905	0.0000	0.0000	0.0000
906	1.0000	1.4184	1.4514
907	0.0000	0.0000	0.0000
908	1.0000	1.4184	1.4514
909	1.0000	1.4184	1.4514
910	1.0000	1.4184	1.4514
911	0.0000	0.0000	0.0000
912	1.0000	1.4184	1.4514
913	1.0000	1.4184	1.4514
914	0.0000	0.0000	0.0000
915	1.0000	1.4184	1.4514
916	1.0000	1.4184	1.4514
917	0.0000	0.0000	0.0000
918	1.0000	1.4184	1.4514
919	1.0000	1.4184	1.4514
920	0.0000	0.0000	0.0000
921	1.0000	1.4184	1.4514
922	1.0000	1.4184	1.4514
923	1.0000	1.4184	1.4514
924	1.0000	1.4184	1.4514
925	1.0000	1.4184	1.4514
926	0.0000	0.0000	0.0000
927	1.0000	1.4184	1.4514
928	1.0000	1.4184	1.4514
929	1.0000	1.4184	1.4514
930	1.0000	1.4184	1.4514
931	1.0000	1.4184	1.4514
932	1.0000	1.4184	1.4514
933	1.0000	1.4184	1.4514
934	0.0000	0.0000	0.0000
935	1.0000	1.4184	1.4514
936	0.0000	0.0000	0.0000
937	1.0000	1.4184	1.4514
938	1.0000	1.4184	1.4514
939	1.0000	1.4184	1.4514
940	0.0000	0.0000	0.0000
941	0.0000	0.0000	0.0000
942	0.0000	0.0000	0.0000
943	1.0000	1.4184	1.4514
944	1.0000	1.4184	1.4514
945	0.0000	0.0000	0.0000
946	1.0000	1.4184	1.4514
947	1.0000	1.4184	1.4514
948	1.0000	1.4184	1.4514
949	1.0000	1.4184	1.4514
950	1.0000	1.4184	1.4514
951	0.0000	0.0000	0.0000
952	1.0000	1.4184	1.4514
953	1.0000	1.4184	1.4514
954	0.0000	0.0000	0.0000
955	1.0000	1.4184	1.4514
956	0.0000	0.0000	0.0000
957	0.0000	0.0000	0.0000
958	1.0000	1.4184	1.4514
959	1.0000	1.4184	1.4514
960	1.0000	1.4184	1.4514
961	1.0000	1.4184	1.4514
962	0.0000	0.0000	0.0000
963	1.0000	1.4184	1.4514
964	1.0000	1.4184	1.4514
965	0.0000	0.0000	0.0000
966	1.0000	1.4184	1.4514
967	1.0000	1.4184	1.4514
968	0.0000	0.0000	0.0000
969	0.0000	0.0000	0.0000
970	1.0000	1.4184	1.4514
971	1.0000	1.4184	1.4514
972	1.0000	1.4184	1.4514
973	1.0000	1.4184	1.4514
974	1.0000	1.4184	1.4514
975	0.0000	0.0000	0.0000
976	1.0000	1.4184	1.4514
977	1.0000	1.4184	1.4514
978	1.0000	1.4184	1.4514
979	0.0000	0.0000	0.0000
980	1.0000	1.4184	1.4514
981	1.0000	1.4184	1.4514
982	1.0000	1.4184	1.4514
983	1.0000	1.4184	1.4514
984	1.0000	1.4184	1.4514
985	1.0000	1.4184	1.4514
986	1.0000	1.4184	1.4514
987	1.0000	1.4184	1.4514
988	0.0000	0.0000	0.0000
989	0.0000	0.0000	0.0000
990	0.0000	0.0000	0.0000
991	1.0000	1.4184	1.4514
992	1.0000	1.4184	1.4514
993	1.0000	1.4184	1.4514
994	0.0000	0.0000	0.0000
995	1.0000	1.4184	1.4514
996	1.0000	1.4184	1.4514
997	1.0000	1.4184	1.4514
998	1.0000	1.4184	1.4514
999	1.0000	1.4184	1.4514
1000	1.0000	1.4184	1.4514
1001	0.0000	0.0000	0.0000
1002	1.0000	1.4184	1.4514
1003	1.0000	1.4184	1.4514
1004	0.0000	0.0000	0.0000
1005	1.0000	1.4184	1.4514
1006	1.0000	1.4184	1.4514
1007	0.0000	0.0000	0.0000
1008	1.0000	1.4184	1.4514
1009	1.0000	1.4184	1.4514
1010	0.0000	0.0000	0.0000
1011	1.0000	1.4184	1.4514
1012	1.0000	1.4184	1.4514
1013	1.0000	1.4184	1.4514
1014	1.0000	1.4184	1.4514
1015	0.0000	0.0000	0.0000
1016	1.0000	1.4184	1.4514
1017	1.0000	1.4184	1.4514
1018	1.0000	1.4184	1.4514
1019	1.0000	1.4184	1.4514
1020	0.0000	0.0000	0.0000
1021	1.0000	1.4184	1.4514
1022	1.0000	1.4184	1.4514
1023	1.0000	1.4184	1.4514
1024	1.0000	1.4184	1.4514
1025	1.0000	1.4184	1.4514
1026	0.0000	0.0000	0.0000
1027	1.0000	1.4184	1.4514
1028	1.0000	1.4184	1.4514
1029	1.0000	1.4184	1.4514
1030	0.0000	0.0000	0.0000
1031	1.0000	1.4184	1.4514
1032	1.0000	1.4184	1.4514
1033	1.0000	1.4184	1.4514
1034	1.0000	1.4184	1.4514
1035	1.0000	1.4184	1.4514
1036	1.0000	1.4184	1.4514
1037	1.0000	1.4184	1.4514
1038	1.0000	1.4184	1.4514
1039	1.0000	1.4184	1.4514
1040	1.0000	1.4184	1.4514
1041	0.0000	0.0000	0.0000
1042	0.0000	0.0000	0.0000
1043	1.0000	1.4184	1.4514
1044	1.0000	1.4184	1.4514
1045	1.0000	1.4184	1.4514
1046	0.0000	0.0000	0.0000
1047	1.0000	1.4184	1.4514
1048	0.0000	0.0000	0.0000
1049	1.0000	1.4184	1.4514
1050	1.0000	1.4184	1.4514
1051	1.0000	1.4184	1.4514
1052	1.0000	1.4184	1.4514
1053	1.0000	1.4184	1.4514
1054	0.0000	0.0000	0.0000
1055	1.0000	1.4184	1.4514
1056	1.0000	1.4184	1.4514
1057	1.0000	1.4184	1.4514
1058	1.0000	1.4184	1.4514
1059	1.0000	1.4184	1.4514
1060	1.0000	1.4184	1.4514
1061	1.0000	1.4184	1.4514
1062	1.0000	1.4184	1.4514
1063	0.0000	0.0000	0.0000
1064	0.0000	0.0000	0.0000
1065	1.0000	1.4184	1.4514
1066	1.0000	1.4184	1.4514
1067	1.0000	1.4184	1.4514
1068	1.0000	1.4184	1.4514
1069	1.0000	1.4184	1.4514
1070	1.0000	1.4184	1.4514
1071	1.0000	1.4184	1.4514
1072	1.0000	1.4184	1.4514
1073	1.0000	1.4184	1.4514
1074	1.0000	1.4184	1.4514
1075	1.0000	1.4184	1.4514
1076	1.0000	1.4184	1.4514
1077	0.0000	0.0000	0.0000
1078	0.0000	0.0000	0.0000
1079	1.0000	1.4184	1.4514
1080	1.0000	1.4184	1.4514
1081	1.0000	1.4184	1.4514
1082	1.0000	1.4184	1.4514
1083	0.0000	0.0000	0.0000
1084	1.0000	1.4184	1.4514
1085	1.0000	1.4184	1.4514
1086	0.0000	0.0000	0.0000
1087	1.0000	1.4184	1.4514
1088	1.0000	1.4184	1.4514
1089	1.0000	1.4184	1.4514
1090	1.0000	1.4184	1.4514
1091	0.0000	0.0000	0.0000
1092	1.0000	1.4184	1.4514
1093	1.0000	1.4184	1.4514
1094	1.0000	1.4184	1.4514
1095	0.0000	0.0000	0.0000
1096	0.0000	0.0000	0.0000
1097	1.0000	1.4184	1.4514
1098	1.0000	1.4184	1.4514
1099	0.0000	0.0000	0.0000
1100	0.0000	0.0000	0.0000
1101	1.0000	1.4184	1.4514
1102	1.0000	1.4184	1.4514
1103	1.0000	1.4184	1.4514
1104	1.0000	1.4184	1.4514
1105	1.0000	1.4184	1.4514
1106	1.0000	1.4184	1.4514
1107	1.0000	1.4184	1.4514
1108	0.0000	0.0000	0.0000
1109	1.0000	1.4184	1.4514
1110	1.0000	1.4184	1.4514
1111	1.0000	1.4184	1.4514
1112	1.0000	1.4184	1.4514
1113	0.0000	0.0000	0.0000
1114	1.0000	1.4184	1.4514
1115	0.0000	0.0000	0.0000
1116	0.0000	0.0000	0.0000
1117	0.0000	0.0000	0.0000
1118	0.0000	0.0000	0.0000
1119	1.0000	1.4184	1.4514
1120	0.0000	0.0000	0.0000
1121	0.0000	0.0000	0.0000
1122	0.0000	0.0000	0.0000
1123	1.0000	1.4184	1.4514
1124	0.0000	0.0000	0.0000
1125	1.0000	1.4184	1.4514
1126	0.0000	0.0000	0.0000
1127	0.0000	0.0000	0.0000
1128	0.0000	0.0000	0.0000
1129	1.0000	1.4184	1.4514
1130	1.0000	1.4184	1.4514
1131	1.0000	1.4184	1.4514
1132	1.0000	1.4184	1.4514
1133	1.0000	1.4184	1.4514
1134	1.0000	1.4184	1.4514
1135	0.0000	0.0000	0.0000
1136	1.0000	1.4184	1.4514
1137	1.0000	1.4184	1.4514
1138	0.0000	0.0000	0.0000
1139	1.0000	1.4184	1.4514
1140	0.0000	0.0000	0.0000
1141	1.0000	1.4184	1.4514
1142	0.0000	0.0000	0.0000
1143	1.0000	1.4184	1.4514
1144	1.0000	1.4184	1.4514
1145	0.0000	0.0000	0.0000
1146	1.0000	1.4184	1.4514
1147	1.0000	1.4184	1.4514
1148	1.0000	1.4184	1.4514
1149	1.0000	1.4184	1.4514
1150	1.0000	1.4184	1.4514
1151	1.0000	1.4184	1.4514
1152	0.0000	0.0000	0.0000
1153	1.0000	1.4184	1.4514
1154	0.0000	0.0000	0.0000
1155	1.0000	1.4184	1.4514
1156	1.0000	1.4184	1.4514
1157	0.0000	0.0000	0.0000
1158	1.0000	1.4184	1.4514
1159	1.0000	1.4184	1.4514
1160	1.0000	1.4184	1.4514
1161	1.0000	1.4184	1.4514
1162	1.0000	1.4184	1.4514
1163	1.0000	1.4184	1.4514
1164	1.0000	1.4184	1.4514
1165	0.0000	0.0000	0.0000
1166	0.0000	0.0000	0.0000
1167	1.0000	1.4184	1.4514
1168	1.0000	1.4184	1.4514
1169	1.0000	1.4184	1.4514
1170	0.0000	0.0000	0.0000
1171	1.0000	1.4184	1.4514
1172	1.0000	1.4184	1.4514
1173	1.0000	1.4184	1.4514
1174	1.0000	1.4184	1.4514
1175	1.0000	1.4184	1.4514
1176	0.0000	0.0000	0.0000
1177	1.0000	1.4184	1.4514
1178	1.0000	1.4184	1.4514
1179	1.0000	1.4184	1.4514
1180	1.0000	1.4184	1.4514
1181	0.0000	0.0000	0.0000
1182	1.0000	1.4184	1.4514
1183	0.0000	0.0000	0.0000
1184	1.0000	1.4184	1.4514
1185	1.0000	1.4184	1.4514
1186	1.0000	1.4184	1.4514
1187	1.0000	1.4184	1.4514
1188	0.0000	0.0000	0.0000
1189	1.0000	1.4184	1.4514
1190	0.0000	0.0000	0.0000
1191	1.0000	1.4184	1.4514
1192	0.0000	0.0000	0.0000
1193	0.0000	0.0000	0.0000
1194	1.0000	1.4184	1.4514
1195	1.0000	1.4184	1.4514
1196	1.0000	1.4184	1.4514
1197	0.0000	0.0000	0.0000
1198	1.0000	1.4184	1.4514
1199	1.0000	1.4184	1.4514
1200	1.0000	1.4184	1.4514
1201	1.0000	1.4184	1.4514
1202	0.0000	0.0000	0.0000
1203	1.0000	1.4184	1.4514
1204	1.0000	1.4184	1.4514
1205	1.0000	1.4184	1.4514
1206	1.0000	1.4184	1.4514
1207	1.0000	1.4184	1.4514
1208	0.0000	0.0000	0.0000
1209	1.0000	1.4184	1.4514
1210	1.0000	1.4184	1.4514
1211	1.0000	1.4184	1.4514
1212	1.0000	1.4184	1.4514
1213	1.0000	1.4184	1.4514
1214	0.0000	0.0000	0.0000
1215	0.0000	0.0000	0.0000
1216	1.0000	1.4184	1.4514
1217	1.0000	1.4184	1.4514
1218	0.0000	0.0000	0.0000
1219	0.0000	0.0000	0.0000
1220	1.0000	1.4184	1.4514
1221	0.0000	0.0000	0.0000
1222	1.0000	1.4184	1.4514
1223	1.0000	1.4184	1.4514
1224	1.0000	1.4184	1.4514
1225	0.0000	0.0000	0.0000
1226	0.0000	0.0000	0.0000
1227	1.0000	1.4184	1.4514
1228	1.0000	1.4184	1.4514
1229	1.0000	1.4184	1.4514
1230	1.0000	1.4184	1.4514
1231	1.0000	1.4184	1.4514
1232	1.0000	1.4184	1.4514
1233	1.0000	1.4184	1.4514
1234	0.0000	0.0000	0.0000
1235	1.0000	1.4184	1.4514
1236	1.0000	1.4184	1.4514
1237	1.0000	1.4184	1.4514
1238	1.0000	1.4184	1.4514
1239	1.0000	1.4184	1.4514
1240	1.0000	1.4184	1.4514
1241	1.0000	1.4184	1.4514
1242	1.0000	1.4184	1.4514
1243	1.0000	1.4184	1.4514
1244	1.0000	1.4184	1.4514
1245	1.0000	1.4184	1.4514
1246	1.0000	1.4184	1.4514
1247	0.0000	0.0000	0.0000
1248	1.0000	1.4184	1.4514
1249	1.0000	1.4184	1.4514
1250	1.0000	1.4184	1.4514
1251	0.0000	0.0000	0.0000
1252	1.0000	1.4184	1.4514
1253	1.0000	1.4184	1.4514
1254	0.0000	0.0000	0.0000
1255	0.0000	0.0000	0.0000
1256	1.0000	1.4184	1.4514
1257	1.0000	1.4184	1.4514
1258	1.0000	1.4184	1.4514
1259	1.0000	1.4184	1.4514
1260	1.0000	1.4184	1.4514
1261	1.0000	1.4184	1.4514
1262	0.0000	0.0000	0.0000
1263	1.0000	1.4184	1.4514
1264	1.0000	1.4184	1.4514
1265	1.0000	1.4184	1.4514
1266	0.0000	0.0000	0.0000
1267	1.0000	1.4184	1.4514
1268	1.0000	1.4184	1.4514
1269	1.0000	1.4184	1.4514
1270	1.0000	1.4184	1.4514
1271	0.0000	0.0000	0.0000
1272	0.0000	0.0000	0.0000
1273	1.0000	1.4184	1.4514
1274	1.0000	1.4184	1.4514
1275	0.0000	0.0000	0.0000
1276	1.0000	1.4184	1.4514
1277	0.0000	0.0000	0.0000
1278	0.0000	0.0000	0.0000
1279	1.0000	1.4184	1.4514
1280	0.0000	0.0000	0.0000
1281	1.0000	1.4184	1.4514
1282	1.0000	1.4184	1.4514
1283	1.0000	1.4184	1.4514
1284	1.0000	1.4184	1.4514
1285	1.0000	1.4184	1.4514
1286	0.0000	0.0000	0.0000
1287	1.0000	1.4184	1.4514
1288	0.0000	0.0000	0.0000
1289	0.0000	0.0000	0.0000
1290	0.0000	0.0000	0.0000
1291	1.0000	1.4184	1.4514
1292	1.0000	1.4184	1.4514
1293	1.0000	1.4184	1.4514
1294	1.0000	1.4184	1.4514
1295	1.0000	1.4184	1.4514
1296	1.0000	1.4184	1.4514
1297	1.0000	1.4184	1.4514
1298	0.0000	0.0000	0.0000
1299	1.0000	1.4184	1.4514
1300	1.0000	1.4184	1.4514
1301	1.0000	1.4184	1.4514
1302	1.0000	1.4184	1.4514
1303	1.0000	1.4184	1.4514
1304	0.0000	0.0000	0.0000
1305	1.0000	1.4184	1.4514
1306	0.0000	0.0000	0.0000
1307	1.0000	1.4184	1.4514
1308	0.0000	0.0000	0.0000
1309	1.0000	1.4184	1.4514
1310	1.0000	1.4184	1.4514
1311	1.0000	1.4184	1.4514
1312	1.0000	1.4184	1.4514
1313	1.0000	1.4184	1.4514
1314	0.0000	0.0000	0.0000
1315	0.0000	0.0000	0.0000
1316	0.0000	0.0000	0.0000
1317	1.0000	1.4184	1.4514
1318	1.0000	1.4184	1.4514
1319	1.0000	1.4184	1.4514
1320	1.0000	1.4184	1.4514
1321	1.0000	1.4184	1.4514
1322	0.0000	0.0000	0.0000
1323	0.0000	0.0000	0.0000
1324	1.0000	1.4184	1.4514
1325	1.0000	1.4184	1.4514
1326	1.0000	1.4184	1.4514
1327	1.0000	1.4184	1.4514
1328	1.0000	1.4184	1.4514
1329	1.0000	1.4184	1.4514
1330	0.0000	0.0000	0.0000
1331	1.0000	1.4184	1.4514
1332	1.0000	1.4184	1.4514
1333	1.0000	1.4184	1.4514
1334	1.0000	1.4184	1.4514
1335	0.0000	0.0000	0.0000
1336	0.0000	0.0000	0.0000
1337	1.0000	1.4184	1.4514
1338	1.0000	1.4184	1.4514
1339	0.0000	0.0000	0.0000
1340	0.0000	0.0000	0.0000
1341	1.0000	1.4184	1.4514
1342	1.0000	1.4184	1.4514
1343	1.0000	1.4184	1.4514
1344	0.0000	0.0000	0.0000
1345	1.0000	1.4184	1.4514
1346	0.0000	0.0000	0.0000
1347	0.0000	0.0000	0.0000
1348	1.0000	1.4184	1.4514
1349	1.0000	1.4184	1.4514
1350	1.0000	1.4184	1.4514
1351	1.0000	1.4184	1.4514
1352	0.0000	0.0000	0.0000
1353	0.0000	0.0000	0.0000
1354	0.0000	0.0000	0.0000
1355	1.0000	1.4184	1.4514
1356	0.0000	0.0000	0.0000
1357	1.0000	1.4184	1.4514
1358	1.0000	1.4184	1.4514
1359	0.0000	0.0000	0.0000
1360	1.0000	1.4184	1.4514
1361	1.0000	1.4184	1.4514
1362	1.0000	1.4184	1.4514
1363	1.0000	1.4184	1.4514
1364	0.0000	0.0000	0.0000
1365	1.0000	1.4184	1.4514
1366	1.0000	1.4184	1.4514
1367	0.0000	0.0000	0.0000
1368	1.0000	1.4184	1.4514
1369	1.0000	1.4184	1.4514
1370	1.0000	1.4184	1.4514
1371	1.0000	1.4184	1.4514
1372	1.0000	1.4184	1.4514
1373	1.0000	1.4184	1.4514
1374	1.0000	1.4184	1.4514
1375	1.0000	1.4184	1.4514
1376	0.0000	0.0000	0.0000
1377	1.0000	1.4184	1.4514
1378	1.0000	1.4184	1.4514
1379	1.0000	1.4184	1.4514
1380	1.0000	1.4184	1.4514
1381	0.0000	0.0000	0.0000
1382	1.0000	1.4184	1.4514
1383	0.0000	0.0000	0.0000
1384	1.0000	1.4184	1.4514
1385	1.0000	1.4184	1.4514
1386	1.0000	1.4184	1.4514
1387	0.0000	0.0000	0.0000
1388	0.0000	0.0000	0.0000
1389	1.0000	1.4184	1.4514
1390	1.0000	1.4184	1.4514
1391	1.0000	1.4184	1.4514
1392	1.0000	1.4184	1.4514
1393	1.0000	1.4184	1.4514
1394	1.0000	1.4184	1.4514
1395	0.0000	0.0000	0.0000
1396	1.0000	1.4184	1.4514
1397	1.0000	1.4184	1.4514
1398	1.0000	1.4184	1.4514
1399	1.0000	1.4184	1.4514
1400	1.0000	1.4184	1.4514
1401	0.0000	0.0000	0.0000
1402	0.0000	0.0000	0.0000
1403	1.0000	1.4184	1.4514
1404	0.0000	0.0000	0.0000
1405	1.0000	1.4184	1.4514
1406	1.0000	1.4184	1.4514
1407	1.0000	1.4184	1.4514
1408	0.0000	0.0000	0.0000
1409	1.0000	1.4184	1.4514
1410	1.0000	1.4184	1.4514
1411	1.0000	1.4184	1.4514
1412	1.0000	1.4184	1.4514
1413	1.0000	1.4184	1.4514
1414	1.0000	1.4184	1.4514
1415	1.0000	1.4184	1.4514
1416	0.0000	0.0000	0.0000
1417	1.0000	1.4184	1.4514
1418	1.0000	1.4184	1.4514
1419	0.0000	0.0000	0.0000
1420	0.0000	0.0000	0.0000
1421	0.0000	0.0000	0.0000
1422	1.0000	1.4184	1.4514
1423	1.0000	1.4184	1.4514
1424	1.0000	1.4184	1.4514
1425	0.0000	0.0000	0.0000
1426	0.0000	0.0000	0.0000
1427	0.0000	0.0000	0.0000
1428	1.0000	1.4184	1.4514
1429	1.0000	1.4184	1.4514
1430	1.0000	1.4184	1.4514
1431	1.0000	1.4184	1.4514
1432	0.0000	0.0000	0.0000
1433	1.0000	1.4184	1.4514
1434	1.0000	1.4184	1.4514
1435	1.0000	1.4184	1.4514
1436	1.0000	1.4184	1.4514
1437	1.0000	1.4184	1.4514
1438	1.0000	1.4184	1.4514
1439	1.0000	1.4184	1.4514
1440	1.0000	1.4184	1.4514
1441	0.0000	0.0000	0.0000
1442	0.0000	0.0000	0.0000
1443	0.0000	0.0000	0.0000
1444	0.0000	0.0000	0.0000
1445	1.0000	1.4184	1.4514
1446	0.0000	0.0000	0.0000
1447	1.0000	1.4184	1.4514
1448	1.0000	1.4184	1.4514
1449	1.0000	1.4184	1.4514
1450	1.0000	1.4184	1.4514
1451	1.0000	1.4184	1.4514
1452	1.0000	1.4184	1.4514
1453	0.0000	0.0000	0.0000
1454	1.0000	1.4184	1.4514
1455	0.0000	0.0000	0.0000
1456	0.0000	0.0000	0.0000
1457	1.0000	1.4184	1.4514
1458	1.0000	1.4184	1.4514
1459	0.0000	0.0000	0.0000
1460	1.0000	1.4184	1.4514
1461	1.0000	1.4184	1.4514
1462	0.0000	0.0000	0.0000
1463	0.0000	0.0000	0.0000
1464	1.0000	1.4184	1.4514
1465	0.0000	0.0000	0.0000
1466	1.0000	1.4184	1.4514
1467	0.0000	0.0000	0.0000
1468	1.0000	1.4184	1.4514
1469	1.0000	1.4184	1.4514
1470	1.0000	1.4184	1.4514
1471	1.0000	1.4184	1.4514
1472	1.0000	1.4184	1.4514
1473	1.0000	1.4184	1.4514
1474	1.0000	1.4184	1.4514
1475	1.0000	1.4184	1.4514
1476	1.0000	1.4184	1.4514
1477	0.0000	0.0000	0.0000
1478	1.0000	1.4184	1.4514
1479	1.0000	1.4184	1.4514
1480	1.0000	1.4184	1.4514
1481	0.0000	0.0000	0.0000
1482	1.0000	1.4184	1.4514
1483	1.0000	1.4184	1.4514
1484	1.0000	1.4184	1.4514
1485	0.0000	0.0000	0.0000
1486	1.0000	1.4184	1.4514
1487	0.0000	0.0000	0.0000
1488	0.0000	0.0000	0.0000
1489	1.0000	1.4184	1.4514
1490	1.0000	1.4184	1.4514
1491	0.0000	0.0000	0.0000
1492	1.0000	1.4184	1.4514
1493	0.0000	0.0000	0.0000
1494	1.0000	1.4184	1.4514
1495	1.0000	1.4184	1.4514
1496	1.0000	1.4184	1.4514
1497	1.0000	1.4184	1.4514
1498	1.0000	1.4184	1.4514
1499	0.0000	0.0000	0.0000
1500	0.0000	0.0000	0.0000
1501	1.0000	1.4184	1.4514
1502	1.0000	1.4184	1.4514
1503	1.0000	1.4184	1.4514
1504	0.0000	0.0000	0.0000
1505	0.0000	0.0000	0.0000
1506	1.0000	1.4184	1.4514
1507	1.0000	1.4184	1.4514
1508	1.0000	1.4184	1.4514
1509	1.0000	1.4184	1.4514
1510	1.0000	1.4184	1.4514
1511	0.0000	0.0000	0.0000
1512	0.0000	0.0000	0.0000
1513	1.0000	1.4184	1.4514
1514	1.0000	1.4184	1.4514
1515	1.0000	1.4184	1.4514
1516	0.0000	0.0000	0.0000
1517	1.0000	1.4184	1.4514
1518	1.0000	1.4184	1.4514
1519	1.0000	1.4184	1.4514
1520	0.0000	0.0000	0.0000
1521	1.0000	1.4184	1.4514
1522	1.0000	1.4184	1.4514
1523	1.0000	1.4184	1.4514
1524	1.0000	1.4184	1.4514
1525	1.0000	1.4184	1.4514
1526	1.0000	1.4184	1.4514
1527	0.0000	0.0000	0.0000
1528	0.0000	0.0000	0.0000
1529	0.0000	0.0000	0.0000
1530	0.0000	0.0000	0.0000
1531	0.0000	0.0000	0.0000
1532	0.0000	0.0000	0.0000
1533	1.0000	1.4184	1.4514
1534	1.0000	1.4184	1.4514
1535	1.0000	1.4184	1.4514
1536	1.0000	1.4184	1.4514
1537	1.0000	1.4184	1.4514
1538	0.0000	0.0000	0.0000
1539	1.0000	1.4184	1.4514
1540	1.0000	1.4184	1.4514
1541	1.0000	1.4184	1.4514
1542	1.0000	1.4184	1.4514
1543	1.0000	1.4184	1.4514
1544	1.0000	1.4184	1.4514
1545	1.0000	1.4184	1.4514
1546	1.0000	1.4184	1.4514
1547	1.0000	1.4184	1.4514
1548	1.0000	1.4184	1.4514
1549	1.0000	1.4184	1.4514
1550	1.0000	1.4184	1.4514
1551	1.0000	1.4184	1.4514
1552	1.0000	1.4184	1.4514
1553	1.0000	1.4184	1.4514
1554	1.0000	1.4184	1.4514
1555	1.0000	1.4184	1.4514
1556	1.0000	1.4184	1.4514
1557	0.0000	0.0000	0.0000
1558	1.0000	1.4184	1.4514
1559	0.0000	0.0000	0.0000
1560	0.0000	0.0000	0.0000
1561	1.0000	1.4184	1.4514
1562	1.0000	1.4184	1.4514
1563	0.0000	0.0000	0.0000
1564	1.0000	1.4184	1.4514
1565	1.0000	1.4184	1.4514
1566	1.0000	1.4184	1.4514
1567	1.0000	1.4184	1.4514
1568	1.0000	1.4184	1.4514
1569	1.0000	1.4184	1.4514
1570	1.0000	1.4184	1.4514
1571	1.0000	1.4184	1.4514
1572	1.0000	1.4184	1.4514
1573	1.0000	1.4184	1.4514
1574	1.0000	1.4184	1.4514
1575	0.0000	0.0000	0.0000
1576	1.0000	1.4184	1.4514
1577	1.0000	1.4184	1.4514
1578	0.0000	0.0000	0.0000
1579	1.0000	1.4184	1.4514
1580	1.0000	1.4184	1.4514
1581	1.0000	1.4184	1.4514
1582	0.0000	0.0000	0.0000
1583	1.0000	1.4184	1.4514
1584	0.0000	0.0000	0.0000
1585	1.0000	1.4184	1.4514
1586	0.0000	0.0000	0.0000
1587	1.0000	1.4184	1.4514
1588	1.0000	1.4184	1.4514
1589	1.0000	1.4184	1.4514
1590	1.0000	1.4184	1.4514
1591	1.0000	1.4184	1.4514
1592	1.0000	1.4184	1.4514
1593	0.0000	0.0000	0.0000
1594	1.0000	1.4184	1.4514
1595	1.0000	1.4184	1.4514
1596	1.0000	1.4184	1.4514
1597	0.0000	0.0000	0.0000
1598	1.0000	1.4184	1.4514
1599	1.0000	1.4184	1.4514
1600	1.0000	1.4184	1.4514
1601	1.0000	1.4184	1.4514
