Tree	R-F	R-F_toYuleAvg	R-F_toUnifAvg
62972	1.0000	1.4184	1.4514
62973	1.0000	1.4184	1.4514
62974	1.0000	1.4184	1.4514
62975	1.0000	1.4184	1.4514
62976	0.0000	0.0000	0.0000
62977	1.0000	1.4184	1.4514
62978	0.0000	0.0000	0.0000
62979	1.0000	1.4184	1.4514
62980	1.0000	1.4184	1.4514
62981	1.0000	1.4184	1.4514
62982	1.0000	1.4184	1.4514
62983	1.0000	1.4184	1.4514
62984	1.0000	1.4184	1.4514
62985	1.0000	1.4184	1.4514
62986	0.0000	0.0000	0.0000
62987	0.0000	0.0000	0.0000
62988	0.0000	0.0000	0.0000
62989	1.0000	1.4184	1.4514
62990	1.0000	1.4184	1.4514
62991	0.0000	0.0000	0.0000
62992	1.0000	1.4184	1.4514
62993	1.0000	1.4184	1.4514
62994	0.0000	0.0000	0.0000
62995	0.0000	0.0000	0.0000
62996	1.0000	1.4184	1.4514
62997	1.0000	1.4184	1.4514
62998	1.0000	1.4184	1.4514
62999	1.0000	1.4184	1.4514
63000	0.0000	0.0000	0.0000
63001	1.0000	1.4184	1.4514
63002	1.0000	1.4184	1.4514
63003	1.0000	1.4184	1.4514
63004	1.0000	1.4184	1.4514
63005	0.0000	0.0000	0.0000
63006	1.0000	1.4184	1.4514
63007	1.0000	1.4184	1.4514
63008	1.0000	1.4184	1.4514
63009	0.0000	0.0000	0.0000
63010	0.0000	0.0000	0.0000
63011	1.0000	1.4184	1.4514
63012	1.0000	1.4184	1.4514
63013	1.0000	1.4184	1.4514
63014	0.0000	0.0000	0.0000
63015	1.0000	1.4184	1.4514
63016	1.0000	1.4184	1.4514
63017	0.0000	0.0000	0.0000
63018	1.0000	1.4184	1.4514
63019	1.0000	1.4184	1.4514
63020	1.0000	1.4184	1.4514
63021	1.0000	1.4184	1.4514
63022	0.0000	0.0000	0.0000
63023	0.0000	0.0000	0.0000
63024	1.0000	1.4184	1.4514
63025	0.0000	0.0000	0.0000
63026	1.0000	1.4184	1.4514
63027	1.0000	1.4184	1.4514
63028	1.0000	1.4184	1.4514
63029	1.0000	1.4184	1.4514
63030	1.0000	1.4184	1.4514
63031	1.0000	1.4184	1.4514
63032	0.0000	0.0000	0.0000
63033	1.0000	1.4184	1.4514
63034	0.0000	0.0000	0.0000
63035	0.0000	0.0000	0.0000
63036	1.0000	1.4184	1.4514
63037	1.0000	1.4184	1.4514
63038	1.0000	1.4184	1.4514
63039	1.0000	1.4184	1.4514
63040	0.0000	0.0000	0.0000
63041	1.0000	1.4184	1.4514
63042	0.0000	0.0000	0.0000
63043	1.0000	1.4184	1.4514
63044	1.0000	1.4184	1.4514
63045	1.0000	1.4184	1.4514
63046	1.0000	1.4184	1.4514
63047	1.0000	1.4184	1.4514
63048	1.0000	1.4184	1.4514
63049	0.0000	0.0000	0.0000
63050	1.0000	1.4184	1.4514
63051	1.0000	1.4184	1.4514
63052	1.0000	1.4184	1.4514
63053	0.0000	0.0000	0.0000
63054	1.0000	1.4184	1.4514
63055	0.0000	0.0000	0.0000
63056	0.0000	0.0000	0.0000
63057	1.0000	1.4184	1.4514
63058	1.0000	1.4184	1.4514
63059	0.0000	0.0000	0.0000
63060	1.0000	1.4184	1.4514
63061	1.0000	1.4184	1.4514
63062	1.0000	1.4184	1.4514
63063	1.0000	1.4184	1.4514
63064	0.0000	0.0000	0.0000
63065	1.0000	1.4184	1.4514
63066	1.0000	1.4184	1.4514
63067	0.0000	0.0000	0.0000
63068	1.0000	1.4184	1.4514
63069	1.0000	1.4184	1.4514
63070	1.0000	1.4184	1.4514
63071	1.0000	1.4184	1.4514
63072	1.0000	1.4184	1.4514
63073	1.0000	1.4184	1.4514
63074	1.0000	1.4184	1.4514
63075	1.0000	1.4184	1.4514
63076	0.0000	0.0000	0.0000
63077	1.0000	1.4184	1.4514
63078	1.0000	1.4184	1.4514
63079	0.0000	0.0000	0.0000
63080	0.0000	0.0000	0.0000
63081	1.0000	1.4184	1.4514
63082	0.0000	0.0000	0.0000
63083	1.0000	1.4184	1.4514
63084	1.0000	1.4184	1.4514
63085	1.0000	1.4184	1.4514
63086	1.0000	1.4184	1.4514
63087	1.0000	1.4184	1.4514
63088	1.0000	1.4184	1.4514
63089	0.0000	0.0000	0.0000
63090	0.0000	0.0000	0.0000
63091	0.0000	0.0000	0.0000
63092	1.0000	1.4184	1.4514
63093	1.0000	1.4184	1.4514
63094	0.0000	0.0000	0.0000
63095	1.0000	1.4184	1.4514
63096	1.0000	1.4184	1.4514
63097	1.0000	1.4184	1.4514
63098	1.0000	1.4184	1.4514
63099	1.0000	1.4184	1.4514
63100	0.0000	0.0000	0.0000
63101	0.0000	0.0000	0.0000
63102	1.0000	1.4184	1.4514
63103	1.0000	1.4184	1.4514
63104	1.0000	1.4184	1.4514
63105	1.0000	1.4184	1.4514
63106	0.0000	0.0000	0.0000
63107	0.0000	0.0000	0.0000
63108	1.0000	1.4184	1.4514
63109	1.0000	1.4184	1.4514
63110	0.0000	0.0000	0.0000
63111	1.0000	1.4184	1.4514
63112	0.0000	0.0000	0.0000
63113	1.0000	1.4184	1.4514
63114	1.0000	1.4184	1.4514
63115	0.0000	0.0000	0.0000
63116	0.0000	0.0000	0.0000
63117	1.0000	1.4184	1.4514
63118	1.0000	1.4184	1.4514
63119	1.0000	1.4184	1.4514
63120	1.0000	1.4184	1.4514
63121	1.0000	1.4184	1.4514
63122	0.0000	0.0000	0.0000
63123	0.0000	0.0000	0.0000
63124	1.0000	1.4184	1.4514
63125	1.0000	1.4184	1.4514
63126	0.0000	0.0000	0.0000
63127	1.0000	1.4184	1.4514
63128	1.0000	1.4184	1.4514
63129	1.0000	1.4184	1.4514
63130	1.0000	1.4184	1.4514
63131	1.0000	1.4184	1.4514
63132	1.0000	1.4184	1.4514
63133	0.0000	0.0000	0.0000
63134	1.0000	1.4184	1.4514
63135	1.0000	1.4184	1.4514
63136	1.0000	1.4184	1.4514
63137	0.0000	0.0000	0.0000
63138	1.0000	1.4184	1.4514
63139	1.0000	1.4184	1.4514
63140	1.0000	1.4184	1.4514
63141	0.0000	0.0000	0.0000
63142	1.0000	1.4184	1.4514
63143	1.0000	1.4184	1.4514
63144	0.0000	0.0000	0.0000
63145	0.0000	0.0000	0.0000
63146	1.0000	1.4184	1.4514
63147	1.0000	1.4184	1.4514
63148	0.0000	0.0000	0.0000
63149	1.0000	1.4184	1.4514
63150	0.0000	0.0000	0.0000
63151	0.0000	0.0000	0.0000
63152	1.0000	1.4184	1.4514
63153	1.0000	1.4184	1.4514
63154	1.0000	1.4184	1.4514
63155	1.0000	1.4184	1.4514
63156	1.0000	1.4184	1.4514
63157	1.0000	1.4184	1.4514
63158	0.0000	0.0000	0.0000
63159	1.0000	1.4184	1.4514
63160	1.0000	1.4184	1.4514
63161	0.0000	0.0000	0.0000
63162	0.0000	0.0000	0.0000
63163	1.0000	1.4184	1.4514
63164	1.0000	1.4184	1.4514
63165	1.0000	1.4184	1.4514
63166	1.0000	1.4184	1.4514
63167	0.0000	0.0000	0.0000
63168	1.0000	1.4184	1.4514
63169	1.0000	1.4184	1.4514
63170	0.0000	0.0000	0.0000
63171	1.0000	1.4184	1.4514
63172	0.0000	0.0000	0.0000
63173	0.0000	0.0000	0.0000
63174	0.0000	0.0000	0.0000
63175	1.0000	1.4184	1.4514
63176	1.0000	1.4184	1.4514
63177	0.0000	0.0000	0.0000
63178	1.0000	1.4184	1.4514
63179	1.0000	1.4184	1.4514
63180	0.0000	0.0000	0.0000
63181	1.0000	1.4184	1.4514
63182	0.0000	0.0000	0.0000
63183	0.0000	0.0000	0.0000
63184	0.0000	0.0000	0.0000
63185	1.0000	1.4184	1.4514
63186	0.0000	0.0000	0.0000
63187	0.0000	0.0000	0.0000
63188	1.0000	1.4184	1.4514
63189	1.0000	1.4184	1.4514
63190	0.0000	0.0000	0.0000
63191	1.0000	1.4184	1.4514
63192	0.0000	0.0000	0.0000
63193	1.0000	1.4184	1.4514
63194	1.0000	1.4184	1.4514
63195	1.0000	1.4184	1.4514
63196	0.0000	0.0000	0.0000
63197	1.0000	1.4184	1.4514
63198	1.0000	1.4184	1.4514
63199	1.0000	1.4184	1.4514
63200	1.0000	1.4184	1.4514
63201	1.0000	1.4184	1.4514
63202	1.0000	1.4184	1.4514
63203	1.0000	1.4184	1.4514
63204	1.0000	1.4184	1.4514
63205	0.0000	0.0000	0.0000
63206	1.0000	1.4184	1.4514
63207	0.0000	0.0000	0.0000
63208	1.0000	1.4184	1.4514
63209	1.0000	1.4184	1.4514
63210	1.0000	1.4184	1.4514
63211	1.0000	1.4184	1.4514
63212	1.0000	1.4184	1.4514
63213	1.0000	1.4184	1.4514
63214	1.0000	1.4184	1.4514
63215	1.0000	1.4184	1.4514
63216	1.0000	1.4184	1.4514
63217	1.0000	1.4184	1.4514
63218	1.0000	1.4184	1.4514
63219	1.0000	1.4184	1.4514
63220	1.0000	1.4184	1.4514
63221	1.0000	1.4184	1.4514
63222	1.0000	1.4184	1.4514
63223	1.0000	1.4184	1.4514
63224	1.0000	1.4184	1.4514
63225	0.0000	0.0000	0.0000
63226	0.0000	0.0000	0.0000
63227	0.0000	0.0000	0.0000
63228	1.0000	1.4184	1.4514
63229	0.0000	0.0000	0.0000
63230	1.0000	1.4184	1.4514
63231	1.0000	1.4184	1.4514
63232	0.0000	0.0000	0.0000
63233	1.0000	1.4184	1.4514
63234	1.0000	1.4184	1.4514
63235	0.0000	0.0000	0.0000
63236	1.0000	1.4184	1.4514
63237	1.0000	1.4184	1.4514
63238	0.0000	0.0000	0.0000
63239	1.0000	1.4184	1.4514
63240	0.0000	0.0000	0.0000
63241	0.0000	0.0000	0.0000
63242	1.0000	1.4184	1.4514
63243	1.0000	1.4184	1.4514
63244	1.0000	1.4184	1.4514
63245	1.0000	1.4184	1.4514
63246	1.0000	1.4184	1.4514
63247	1.0000	1.4184	1.4514
63248	0.0000	0.0000	0.0000
63249	1.0000	1.4184	1.4514
63250	1.0000	1.4184	1.4514
63251	1.0000	1.4184	1.4514
63252	1.0000	1.4184	1.4514
63253	1.0000	1.4184	1.4514
63254	0.0000	0.0000	0.0000
63255	0.0000	0.0000	0.0000
63256	0.0000	0.0000	0.0000
63257	0.0000	0.0000	0.0000
63258	0.0000	0.0000	0.0000
63259	1.0000	1.4184	1.4514
63260	0.0000	0.0000	0.0000
63261	1.0000	1.4184	1.4514
63262	1.0000	1.4184	1.4514
63263	1.0000	1.4184	1.4514
63264	1.0000	1.4184	1.4514
63265	1.0000	1.4184	1.4514
63266	0.0000	0.0000	0.0000
63267	1.0000	1.4184	1.4514
63268	1.0000	1.4184	1.4514
63269	0.0000	0.0000	0.0000
63270	1.0000	1.4184	1.4514
63271	1.0000	1.4184	1.4514
63272	1.0000	1.4184	1.4514
63273	0.0000	0.0000	0.0000
63274	1.0000	1.4184	1.4514
63275	1.0000	1.4184	1.4514
63276	1.0000	1.4184	1.4514
63277	1.0000	1.4184	1.4514
63278	0.0000	0.0000	0.0000
63279	1.0000	1.4184	1.4514
63280	1.0000	1.4184	1.4514
63281	1.0000	1.4184	1.4514
63282	0.0000	0.0000	0.0000
63283	0.0000	0.0000	0.0000
63284	1.0000	1.4184	1.4514
63285	1.0000	1.4184	1.4514
63286	1.0000	1.4184	1.4514
63287	0.0000	0.0000	0.0000
63288	1.0000	1.4184	1.4514
63289	1.0000	1.4184	1.4514
63290	1.0000	1.4184	1.4514
63291	0.0000	0.0000	0.0000
63292	1.0000	1.4184	1.4514
63293	0.0000	0.0000	0.0000
63294	1.0000	1.4184	1.4514
63295	1.0000	1.4184	1.4514
63296	0.0000	0.0000	0.0000
63297	1.0000	1.4184	1.4514
63298	1.0000	1.4184	1.4514
63299	1.0000	1.4184	1.4514
63300	1.0000	1.4184	1.4514
63301	0.0000	0.0000	0.0000
63302	1.0000	1.4184	1.4514
63303	1.0000	1.4184	1.4514
63304	0.0000	0.0000	0.0000
63305	1.0000	1.4184	1.4514
63306	1.0000	1.4184	1.4514
63307	1.0000	1.4184	1.4514
63308	1.0000	1.4184	1.4514
63309	1.0000	1.4184	1.4514
63310	1.0000	1.4184	1.4514
63311	1.0000	1.4184	1.4514
63312	0.0000	0.0000	0.0000
63313	0.0000	0.0000	0.0000
63314	1.0000	1.4184	1.4514
63315	1.0000	1.4184	1.4514
63316	0.0000	0.0000	0.0000
63317	1.0000	1.4184	1.4514
63318	0.0000	0.0000	0.0000
63319	1.0000	1.4184	1.4514
63320	1.0000	1.4184	1.4514
63321	1.0000	1.4184	1.4514
63322	0.0000	0.0000	0.0000
63323	0.0000	0.0000	0.0000
63324	1.0000	1.4184	1.4514
63325	0.0000	0.0000	0.0000
63326	1.0000	1.4184	1.4514
63327	1.0000	1.4184	1.4514
63328	0.0000	0.0000	0.0000
63329	1.0000	1.4184	1.4514
63330	0.0000	0.0000	0.0000
63331	0.0000	0.0000	0.0000
63332	1.0000	1.4184	1.4514
63333	0.0000	0.0000	0.0000
63334	0.0000	0.0000	0.0000
63335	1.0000	1.4184	1.4514
63336	1.0000	1.4184	1.4514
63337	1.0000	1.4184	1.4514
63338	1.0000	1.4184	1.4514
63339	1.0000	1.4184	1.4514
63340	1.0000	1.4184	1.4514
63341	1.0000	1.4184	1.4514
63342	0.0000	0.0000	0.0000
63343	0.0000	0.0000	0.0000
63344	1.0000	1.4184	1.4514
63345	1.0000	1.4184	1.4514
63346	1.0000	1.4184	1.4514
63347	1.0000	1.4184	1.4514
63348	0.0000	0.0000	0.0000
63349	0.0000	0.0000	0.0000
63350	1.0000	1.4184	1.4514
63351	1.0000	1.4184	1.4514
63352	1.0000	1.4184	1.4514
63353	0.0000	0.0000	0.0000
63354	1.0000	1.4184	1.4514
63355	1.0000	1.4184	1.4514
63356	1.0000	1.4184	1.4514
63357	0.0000	0.0000	0.0000
63358	0.0000	0.0000	0.0000
63359	1.0000	1.4184	1.4514
63360	1.0000	1.4184	1.4514
63361	1.0000	1.4184	1.4514
63362	1.0000	1.4184	1.4514
63363	0.0000	0.0000	0.0000
63364	1.0000	1.4184	1.4514
63365	0.0000	0.0000	0.0000
63366	1.0000	1.4184	1.4514
63367	0.0000	0.0000	0.0000
63368	1.0000	1.4184	1.4514
63369	1.0000	1.4184	1.4514
63370	1.0000	1.4184	1.4514
63371	1.0000	1.4184	1.4514
63372	0.0000	0.0000	0.0000
63373	1.0000	1.4184	1.4514
63374	0.0000	0.0000	0.0000
63375	0.0000	0.0000	0.0000
63376	0.0000	0.0000	0.0000
63377	0.0000	0.0000	0.0000
63378	1.0000	1.4184	1.4514
63379	0.0000	0.0000	0.0000
63380	1.0000	1.4184	1.4514
63381	1.0000	1.4184	1.4514
63382	1.0000	1.4184	1.4514
63383	1.0000	1.4184	1.4514
63384	0.0000	0.0000	0.0000
63385	1.0000	1.4184	1.4514
63386	1.0000	1.4184	1.4514
63387	0.0000	0.0000	0.0000
63388	1.0000	1.4184	1.4514
63389	1.0000	1.4184	1.4514
63390	1.0000	1.4184	1.4514
63391	1.0000	1.4184	1.4514
63392	0.0000	0.0000	0.0000
63393	1.0000	1.4184	1.4514
63394	0.0000	0.0000	0.0000
63395	1.0000	1.4184	1.4514
63396	1.0000	1.4184	1.4514
63397	1.0000	1.4184	1.4514
63398	1.0000	1.4184	1.4514
63399	1.0000	1.4184	1.4514
63400	1.0000	1.4184	1.4514
63401	0.0000	0.0000	0.0000
63402	1.0000	1.4184	1.4514
63403	1.0000	1.4184	1.4514
63404	1.0000	1.4184	1.4514
63405	0.0000	0.0000	0.0000
63406	1.0000	1.4184	1.4514
63407	1.0000	1.4184	1.4514
63408	0.0000	0.0000	0.0000
63409	0.0000	0.0000	0.0000
63410	0.0000	0.0000	0.0000
63411	1.0000	1.4184	1.4514
63412	1.0000	1.4184	1.4514
63413	0.0000	0.0000	0.0000
63414	1.0000	1.4184	1.4514
63415	1.0000	1.4184	1.4514
63416	1.0000	1.4184	1.4514
63417	1.0000	1.4184	1.4514
63418	0.0000	0.0000	0.0000
63419	0.0000	0.0000	0.0000
63420	1.0000	1.4184	1.4514
63421	1.0000	1.4184	1.4514
63422	1.0000	1.4184	1.4514
63423	1.0000	1.4184	1.4514
63424	1.0000	1.4184	1.4514
63425	1.0000	1.4184	1.4514
63426	1.0000	1.4184	1.4514
63427	1.0000	1.4184	1.4514
63428	0.0000	0.0000	0.0000
63429	1.0000	1.4184	1.4514
63430	1.0000	1.4184	1.4514
63431	1.0000	1.4184	1.4514
63432	1.0000	1.4184	1.4514
63433	1.0000	1.4184	1.4514
63434	1.0000	1.4184	1.4514
63435	1.0000	1.4184	1.4514
63436	1.0000	1.4184	1.4514
63437	0.0000	0.0000	0.0000
63438	1.0000	1.4184	1.4514
63439	1.0000	1.4184	1.4514
63440	0.0000	0.0000	0.0000
63441	1.0000	1.4184	1.4514
63442	1.0000	1.4184	1.4514
63443	1.0000	1.4184	1.4514
63444	1.0000	1.4184	1.4514
63445	1.0000	1.4184	1.4514
63446	1.0000	1.4184	1.4514
63447	0.0000	0.0000	0.0000
63448	0.0000	0.0000	0.0000
63449	1.0000	1.4184	1.4514
63450	1.0000	1.4184	1.4514
63451	1.0000	1.4184	1.4514
63452	1.0000	1.4184	1.4514
63453	1.0000	1.4184	1.4514
63454	0.0000	0.0000	0.0000
63455	0.0000	0.0000	0.0000
63456	1.0000	1.4184	1.4514
63457	1.0000	1.4184	1.4514
63458	1.0000	1.4184	1.4514
63459	1.0000	1.4184	1.4514
63460	1.0000	1.4184	1.4514
63461	0.0000	0.0000	0.0000
63462	1.0000	1.4184	1.4514
63463	1.0000	1.4184	1.4514
63464	1.0000	1.4184	1.4514
63465	0.0000	0.0000	0.0000
63466	0.0000	0.0000	0.0000
63467	1.0000	1.4184	1.4514
63468	0.0000	0.0000	0.0000
63469	1.0000	1.4184	1.4514
63470	0.0000	0.0000	0.0000
63471	1.0000	1.4184	1.4514
63472	1.0000	1.4184	1.4514
63473	1.0000	1.4184	1.4514
63474	1.0000	1.4184	1.4514
63475	0.0000	0.0000	0.0000
63476	0.0000	0.0000	0.0000
63477	1.0000	1.4184	1.4514
63478	1.0000	1.4184	1.4514
63479	1.0000	1.4184	1.4514
63480	1.0000	1.4184	1.4514
63481	1.0000	1.4184	1.4514
63482	1.0000	1.4184	1.4514
63483	1.0000	1.4184	1.4514
63484	1.0000	1.4184	1.4514
63485	1.0000	1.4184	1.4514
63486	1.0000	1.4184	1.4514
63487	1.0000	1.4184	1.4514
63488	0.0000	0.0000	0.0000
63489	1.0000	1.4184	1.4514
63490	1.0000	1.4184	1.4514
63491	1.0000	1.4184	1.4514
63492	0.0000	0.0000	0.0000
63493	0.0000	0.0000	0.0000
63494	0.0000	0.0000	0.0000
63495	1.0000	1.4184	1.4514
63496	1.0000	1.4184	1.4514
63497	0.0000	0.0000	0.0000
63498	1.0000	1.4184	1.4514
63499	1.0000	1.4184	1.4514
63500	1.0000	1.4184	1.4514
63501	1.0000	1.4184	1.4514
63502	1.0000	1.4184	1.4514
63503	1.0000	1.4184	1.4514
63504	0.0000	0.0000	0.0000
63505	0.0000	0.0000	0.0000
63506	1.0000	1.4184	1.4514
63507	1.0000	1.4184	1.4514
63508	1.0000	1.4184	1.4514
63509	1.0000	1.4184	1.4514
63510	1.0000	1.4184	1.4514
63511	0.0000	0.0000	0.0000
63512	1.0000	1.4184	1.4514
63513	1.0000	1.4184	1.4514
63514	0.0000	0.0000	0.0000
63515	1.0000	1.4184	1.4514
63516	1.0000	1.4184	1.4514
63517	0.0000	0.0000	0.0000
63518	1.0000	1.4184	1.4514
63519	1.0000	1.4184	1.4514
63520	1.0000	1.4184	1.4514
63521	1.0000	1.4184	1.4514
63522	1.0000	1.4184	1.4514
63523	1.0000	1.4184	1.4514
63524	0.0000	0.0000	0.0000
63525	0.0000	0.0000	0.0000
63526	0.0000	0.0000	0.0000
63527	1.0000	1.4184	1.4514
63528	0.0000	0.0000	0.0000
63529	1.0000	1.4184	1.4514
63530	0.0000	0.0000	0.0000
63531	1.0000	1.4184	1.4514
63532	0.0000	0.0000	0.0000
63533	1.0000	1.4184	1.4514
63534	1.0000	1.4184	1.4514
63535	1.0000	1.4184	1.4514
63536	1.0000	1.4184	1.4514
63537	1.0000	1.4184	1.4514
63538	1.0000	1.4184	1.4514
63539	0.0000	0.0000	0.0000
63540	1.0000	1.4184	1.4514
63541	0.0000	0.0000	0.0000
63542	1.0000	1.4184	1.4514
63543	1.0000	1.4184	1.4514
63544	1.0000	1.4184	1.4514
63545	1.0000	1.4184	1.4514
63546	1.0000	1.4184	1.4514
63547	1.0000	1.4184	1.4514
63548	1.0000	1.4184	1.4514
63549	0.0000	0.0000	0.0000
63550	0.0000	0.0000	0.0000
63551	1.0000	1.4184	1.4514
63552	1.0000	1.4184	1.4514
63553	1.0000	1.4184	1.4514
63554	1.0000	1.4184	1.4514
63555	0.0000	0.0000	0.0000
63556	1.0000	1.4184	1.4514
63557	0.0000	0.0000	0.0000
63558	0.0000	0.0000	0.0000
63559	1.0000	1.4184	1.4514
63560	0.0000	0.0000	0.0000
63561	1.0000	1.4184	1.4514
63562	1.0000	1.4184	1.4514
63563	1.0000	1.4184	1.4514
63564	1.0000	1.4184	1.4514
63565	1.0000	1.4184	1.4514
63566	1.0000	1.4184	1.4514
63567	1.0000	1.4184	1.4514
63568	1.0000	1.4184	1.4514
63569	0.0000	0.0000	0.0000
63570	1.0000	1.4184	1.4514
63571	1.0000	1.4184	1.4514
63572	1.0000	1.4184	1.4514
63573	0.0000	0.0000	0.0000
63574	1.0000	1.4184	1.4514
63575	0.0000	0.0000	0.0000
63576	0.0000	0.0000	0.0000
63577	1.0000	1.4184	1.4514
63578	0.0000	0.0000	0.0000
63579	1.0000	1.4184	1.4514
63580	1.0000	1.4184	1.4514
63581	1.0000	1.4184	1.4514
63582	1.0000	1.4184	1.4514
63583	1.0000	1.4184	1.4514
63584	0.0000	0.0000	0.0000
63585	0.0000	0.0000	0.0000
63586	1.0000	1.4184	1.4514
63587	1.0000	1.4184	1.4514
63588	1.0000	1.4184	1.4514
63589	0.0000	0.0000	0.0000
63590	1.0000	1.4184	1.4514
63591	1.0000	1.4184	1.4514
63592	0.0000	0.0000	0.0000
63593	1.0000	1.4184	1.4514
63594	1.0000	1.4184	1.4514
63595	1.0000	1.4184	1.4514
63596	1.0000	1.4184	1.4514
63597	1.0000	1.4184	1.4514
63598	1.0000	1.4184	1.4514
63599	1.0000	1.4184	1.4514
63600	1.0000	1.4184	1.4514
63601	0.0000	0.0000	0.0000
63602	1.0000	1.4184	1.4514
63603	1.0000	1.4184	1.4514
63604	1.0000	1.4184	1.4514
63605	1.0000	1.4184	1.4514
63606	1.0000	1.4184	1.4514
63607	0.0000	0.0000	0.0000
63608	0.0000	0.0000	0.0000
63609	1.0000	1.4184	1.4514
63610	0.0000	0.0000	0.0000
63611	1.0000	1.4184	1.4514
63612	0.0000	0.0000	0.0000
63613	1.0000	1.4184	1.4514
63614	1.0000	1.4184	1.4514
63615	1.0000	1.4184	1.4514
63616	1.0000	1.4184	1.4514
63617	0.0000	0.0000	0.0000
63618	1.0000	1.4184	1.4514
63619	1.0000	1.4184	1.4514
63620	0.0000	0.0000	0.0000
63621	0.0000	0.0000	0.0000
63622	1.0000	1.4184	1.4514
63623	1.0000	1.4184	1.4514
63624	1.0000	1.4184	1.4514
63625	0.0000	0.0000	0.0000
63626	1.0000	1.4184	1.4514
63627	1.0000	1.4184	1.4514
63628	1.0000	1.4184	1.4514
63629	1.0000	1.4184	1.4514
63630	1.0000	1.4184	1.4514
63631	0.0000	0.0000	0.0000
63632	1.0000	1.4184	1.4514
63633	0.0000	0.0000	0.0000
63634	1.0000	1.4184	1.4514
63635	1.0000	1.4184	1.4514
63636	1.0000	1.4184	1.4514
63637	0.0000	0.0000	0.0000
63638	1.0000	1.4184	1.4514
63639	0.0000	0.0000	0.0000
63640	1.0000	1.4184	1.4514
63641	1.0000	1.4184	1.4514
63642	0.0000	0.0000	0.0000
63643	1.0000	1.4184	1.4514
63644	1.0000	1.4184	1.4514
63645	1.0000	1.4184	1.4514
63646	1.0000	1.4184	1.4514
63647	1.0000	1.4184	1.4514
63648	1.0000	1.4184	1.4514
63649	1.0000	1.4184	1.4514
63650	0.0000	0.0000	0.0000
63651	1.0000	1.4184	1.4514
63652	1.0000	1.4184	1.4514
63653	1.0000	1.4184	1.4514
63654	1.0000	1.4184	1.4514
63655	0.0000	0.0000	0.0000
63656	1.0000	1.4184	1.4514
63657	1.0000	1.4184	1.4514
63658	1.0000	1.4184	1.4514
63659	1.0000	1.4184	1.4514
63660	1.0000	1.4184	1.4514
63661	1.0000	1.4184	1.4514
63662	1.0000	1.4184	1.4514
63663	1.0000	1.4184	1.4514
63664	1.0000	1.4184	1.4514
63665	1.0000	1.4184	1.4514
63666	1.0000	1.4184	1.4514
63667	1.0000	1.4184	1.4514
63668	1.0000	1.4184	1.4514
63669	0.0000	0.0000	0.0000
63670	1.0000	1.4184	1.4514
63671	1.0000	1.4184	1.4514
63672	1.0000	1.4184	1.4514
63673	1.0000	1.4184	1.4514
63674	0.0000	0.0000	0.0000
63675	1.0000	1.4184	1.4514
63676	1.0000	1.4184	1.4514
63677	1.0000	1.4184	1.4514
63678	1.0000	1.4184	1.4514
63679	1.0000	1.4184	1.4514
63680	1.0000	1.4184	1.4514
63681	1.0000	1.4184	1.4514
63682	1.0000	1.4184	1.4514
63683	0.0000	0.0000	0.0000
63684	0.0000	0.0000	0.0000
63685	1.0000	1.4184	1.4514
63686	1.0000	1.4184	1.4514
63687	0.0000	0.0000	0.0000
63688	1.0000	1.4184	1.4514
63689	0.0000	0.0000	0.0000
63690	0.0000	0.0000	0.0000
63691	0.0000	0.0000	0.0000
63692	1.0000	1.4184	1.4514
63693	0.0000	0.0000	0.0000
63694	1.0000	1.4184	1.4514
63695	1.0000	1.4184	1.4514
63696	1.0000	1.4184	1.4514
63697	1.0000	1.4184	1.4514
63698	1.0000	1.4184	1.4514
63699	1.0000	1.4184	1.4514
63700	1.0000	1.4184	1.4514
63701	1.0000	1.4184	1.4514
63702	1.0000	1.4184	1.4514
63703	1.0000	1.4184	1.4514
63704	0.0000	0.0000	0.0000
63705	1.0000	1.4184	1.4514
63706	0.0000	0.0000	0.0000
63707	0.0000	0.0000	0.0000
63708	0.0000	0.0000	0.0000
63709	0.0000	0.0000	0.0000
63710	1.0000	1.4184	1.4514
63711	0.0000	0.0000	0.0000
63712	1.0000	1.4184	1.4514
63713	1.0000	1.4184	1.4514
63714	1.0000	1.4184	1.4514
63715	0.0000	0.0000	0.0000
63716	0.0000	0.0000	0.0000
63717	1.0000	1.4184	1.4514
63718	1.0000	1.4184	1.4514
63719	0.0000	0.0000	0.0000
63720	0.0000	0.0000	0.0000
63721	0.0000	0.0000	0.0000
63722	1.0000	1.4184	1.4514
63723	0.0000	0.0000	0.0000
63724	1.0000	1.4184	1.4514
63725	1.0000	1.4184	1.4514
63726	1.0000	1.4184	1.4514
63727	1.0000	1.4184	1.4514
63728	1.0000	1.4184	1.4514
63729	0.0000	0.0000	0.0000
63730	0.0000	0.0000	0.0000
63731	1.0000	1.4184	1.4514
63732	0.0000	0.0000	0.0000
63733	1.0000	1.4184	1.4514
63734	1.0000	1.4184	1.4514
63735	1.0000	1.4184	1.4514
63736	0.0000	0.0000	0.0000
63737	1.0000	1.4184	1.4514
63738	1.0000	1.4184	1.4514
63739	1.0000	1.4184	1.4514
63740	1.0000	1.4184	1.4514
63741	1.0000	1.4184	1.4514
63742	1.0000	1.4184	1.4514
63743	1.0000	1.4184	1.4514
63744	0.0000	0.0000	0.0000
63745	1.0000	1.4184	1.4514
63746	1.0000	1.4184	1.4514
63747	1.0000	1.4184	1.4514
